pm_note_count,pm_length_seconds,pm_pitch_range_min_note,pm_pitch_range_max_note,muspy_n_pitches_used,muspy_n_pitch_classes_used,theory_conjuction_melody_motion,pm_average_pitch_hz,muspy_pitch_entropy,muspy_pitch_class_entropy,pm_interval_range_min,pm_interval_range_max,pm_groove,pm_average_polyphony,pm_max_polyphony,pm_note_density,metadata_index
16.0,17.65001029583333,43.0,53.0,7.0,7.0,4.133333333333334,136.6331336628075,2.7334585933443494,2.73345859334435,-7.0,6.0,0.0061205409770911,1.0,1.0,0.9065150519360972,3094
62.0,24.0,57.0,86.0,14.0,6.0,11.721311475409836,556.4870960135565,3.55575720709272,2.3743844248695494,-19.0,12.0,0.4767417041887204,2.0,2.0,2.583333333333333,3095
352.0,22.3455770625,52.0,76.0,13.0,6.0,8.193732193732194,336.6021298062047,3.5931390622295662,2.5306390622295662,-16.0,16.0,0.1183473962258672,1.4090909090909092,4.0,15.752558057259616,3096
178.0,21.10417721875,65.0,88.0,14.0,7.0,10.581920903954805,729.4615481430259,3.7463285631927623,2.746328563192763,-21.0,16.0,0.1327768797388207,0.119047619047619,2.0,8.434349188550973,3097
42.0,21.333344,65.0,95.0,15.0,7.0,11.731707317073171,939.8992173484876,3.64961624659041,2.584023687015089,-19.0,12.0,0.6270628926951133,1.8571428571428568,4.0,1.968749015625492,3098
28.0,16.0,38.0,72.0,18.0,8.0,12.444444444444445,258.9291037113685,4.039148671903071,2.7579235654413843,-28.0,24.0,0.876456264162906,3.5,4.0,1.75,3099
196.0,30.90625,68.0,103.0,26.0,10.0,5.871794871794871,1175.3889849671843,4.207809613412778,2.8569311864696147,-23.0,12.0,0.303909286284478,3.4754098360655736,8.0,6.341759352881699,3100
16.0,16.0,45.0,76.0,11.0,6.0,11.4,265.89571955299743,3.2806390622295662,2.146782221599798,-22.0,12.0,0.9977753031397176,2.0,3.0,1.0,3101
176.0,22.32351825,52.0,64.0,7.0,6.0,3.2114285714285717,224.40141987080293,2.6556390622295662,2.5306390622295662,-11.0,4.0,0.1420004128710243,0.7045454545454546,2.0,7.88406191304545,3102
7.0,7.984375,45.0,101.0,6.0,4.0,,609.2969962396428,2.521640636343318,1.664497779200461,-41.0,44.0,0.9974094320221788,1.8,3.0,0.8767123287671232,3103
15.0,12.0,41.0,79.0,9.0,6.0,13.5,419.8753016262495,3.106890595608519,2.415922063835167,-35.0,28.0,0.9340497736158586,3.25,4.0,1.25,3104
14.0,21.333328,74.0,84.0,7.0,7.0,2.8461538461538463,814.4496557452277,2.610577243331642,2.610577243331642,-4.0,5.0,0.7777306203418144,1.0,1.0,0.6562501640625411,3105
239.0,21.10417721875,62.0,89.0,22.0,9.0,9.659663865546218,748.7360506524313,3.9016132624147466,2.751288056691188,-17.0,16.0,0.0919363172108368,0.1428571428571428,2.0,11.324772225076869,3106
176.0,15.36,36.0,72.0,20.0,7.0,8.285714285714286,327.9688259085738,3.5124224742365078,2.421792785529155,-36.0,16.0,0.1152,3.2,5.0,11.458333333333334,3107
8.0,16.0,69.0,76.0,5.0,5.0,,555.5233790543194,2.25,2.25,-7.0,3.0,0.989743318610787,0.8125,2.0,0.5,3108
16.0,16.0,52.0,69.0,6.0,3.0,12.0,304.67479771740284,2.5,1.5,-16.0,12.0,0.9977753031397176,2.0,2.0,1.0,3109
6.0,14.0,40.0,57.0,6.0,3.0,,145.2028741118274,2.584962500721156,1.584962500721156,-15.0,12.0,3.2,0.8571428571428571,2.0,0.4285714285714285,3110
32.0,16.0,57.0,80.0,12.0,8.0,6.870967741935484,489.232417515099,3.292837797403416,2.690120407472074,-19.0,12.0,0.8362246062461755,4.0,4.0,2.0,3111
4.0,14.0,55.0,57.0,3.0,3.0,,204.9119461929305,1.5,1.5,-2.0,1.0,0.0,0.5714285714285714,1.0,0.2857142857142857,3112
48.0,21.333344,67.0,91.0,11.0,5.0,10.936170212765957,789.6046873215264,3.234697002530877,2.1513636691975435,-17.0,12.0,0.4860980605969188,2.095238095238096,4.0,2.2499988750005624,3113
95.0,22.9453125,26.0,69.0,25.0,9.0,9.76595744680851,163.23882478921166,4.233631195127975,2.6476637090117574,-36.0,21.0,0.217072953623112,1.6222222222222222,3.0,4.140279196458971,3114
90.0,17.720978079166663,55.0,76.0,16.0,10.0,5.775280898876405,406.06193351468033,3.597394157596684,3.0003196894099,-11.0,10.0,0.2173260353123398,1.6285714285714286,3.0,5.078726444891144,3115
75.0,23.625,40.0,76.0,22.0,9.0,9.37837837837838,265.0516546515031,3.990044422459896,2.791176771000892,-23.0,20.0,0.2582991870177654,2.148936170212766,5.0,3.1746031746031744,3116
71.0,16.0,43.0,83.0,18.0,7.0,9.642857142857142,518.2437021094756,3.68704509231537,2.596326215343613,-26.0,28.0,0.075,3.0,4.0,4.4375,3117
2.0,2.0,57.0,69.0,2.0,1.0,,330.0,1.0,-0.0,12.0,12.0,0.0,2.0,2.0,1.0,3118
32.0,29.50961784375,53.0,81.0,11.0,7.0,11.32258064516129,469.9257604876805,3.292837797403416,2.6193497041442484,-26.0,12.0,1.4269984327553886,3.76271186440678,4.0,1.0843922198327436,3119
16.0,17.694365160416663,43.0,50.0,6.0,6.0,1.6666666666666667,127.78575032721716,2.452819531114783,2.452819531114783,-5.0,3.0,0.0079015844246848,1.0,1.0,0.9042426701915784,3120
24.0,21.333328,64.0,84.0,12.0,6.0,10.695652173913045,614.9347822851171,3.2841591278514217,2.2841591278514217,-16.0,12.0,1.0149000267409791,2.0,2.0,1.1250002812500703,3121
89.0,23.765625,40.0,72.0,22.0,9.0,7.011363636363637,270.37054451310445,3.905565978100886,2.7822454478424525,-29.0,23.0,0.2543996393265124,2.6808510638297878,6.0,3.744904667981591,3122
4.0,11.3671875,88.0,93.0,2.0,2.0,,1428.8826707386097,0.8112781244591328,0.8112781244591328,0.0,5.0,1.837117307087384,0.1363636363636363,1.0,0.3518900343642612,3123
30.0,16.0,56.0,71.0,10.0,8.0,6.206896551724138,331.03135631687906,3.1940879961000466,2.72742132943338,-15.0,8.0,0.8558395617924728,3.75,4.0,1.875,3124
7.0,6.0,45.0,102.0,5.0,3.0,,627.0832769437064,2.235926350629033,1.1488348542809166,-57.0,33.0,1.49071198499986,2.333333333333333,4.0,1.1666666666666667,3125
17.0,21.333328,60.0,67.0,5.0,5.0,2.625,313.6556339850439,2.116299605701696,2.116299605701696,-4.0,5.0,0.685919729901455,1.0,1.0,0.7968751992187999,3126
448.0,21.250010625,59.0,79.0,12.0,6.0,8.008948545861298,448.46426957068326,3.452819531114783,2.452819531114783,-18.0,15.0,0.0870863854343995,0.119047619047619,4.0,21.08234240000527,3127
18.0,16.0,76.0,89.0,9.0,7.0,4.470588235294118,1020.1729713902736,2.974937501201927,2.594117891631186,-10.0,8.0,0.3455100036609039,0.90625,1.0,1.125,3128
40.0,21.333344,61.0,89.0,14.0,6.0,10.897435897435898,701.3288661897816,3.587326145256009,2.4282129458410013,-23.0,12.0,0.7871246039694555,2.0476190476190474,4.0,1.8749990625004689,3129
31.0,11.71875,50.0,76.0,13.0,7.0,8.9,378.1671652334426,3.425677665701257,2.5183971166989094,-20.0,12.0,0.4024036666551387,2.9565217391304346,6.0,2.6453333333333333,3130
32.0,16.0,68.0,93.0,15.0,7.0,12.03225806451613,829.1093959590436,3.804229296672175,2.702819531114783,-24.0,12.0,0.6343473749386619,2.3125,4.0,2.0,3131
56.0,15.875,55.0,60.0,5.0,5.0,3.7818181818181817,229.59777707863023,2.25,2.25,-5.0,5.0,0.1298441532462336,0.8709677419354839,1.0,3.52755905511811,3132
15.0,22.09230953333333,48.0,59.0,8.0,8.0,3.4285714285714284,185.5510236580056,2.8729055953200566,2.872905595320056,-7.0,11.0,7.219499079029137e-16,0.7272727272727273,1.0,0.6789693027507011,3133
15.0,16.0,69.0,83.0,8.0,6.0,4.142857142857143,700.7930860137268,2.8225797618424915,2.4729055953200563,-8.0,9.0,0.5624291338579865,1.0,1.0,0.9375,3134
16.0,16.0,53.0,74.0,9.0,6.0,10.133333333333333,355.81349614923084,3.077819531114783,2.48345859334435,-16.0,19.0,0.9977753031397176,2.0,2.0,1.0,3135
24.0,16.0,38.0,74.0,16.0,7.0,14.130434782608695,280.16797827989063,3.8553885422075336,2.709147917027245,-34.0,16.0,1.2419875527900608,3.0,4.0,1.5,3136
244.0,21.27084396875,53.0,76.0,14.0,7.0,9.876543209876544,376.3841274557552,3.716356250811881,2.716356250811881,-16.0,16.0,0.0908599221240957,0.2142857142857142,2.0,11.4711010225298,3137
61.0,24.0,38.0,67.0,20.0,9.0,8.1,217.59146824769863,3.8826111577342384,2.999321627026946,-24.0,22.0,0.1928611795315804,2.895833333333333,5.0,2.5416666666666665,3138
36.0,10.875,76.0,101.0,17.0,8.0,12.228571428571428,1538.1577167782211,3.760784558297853,2.7052290027422967,-19.0,12.0,0.4141317447875933,1.238095238095238,2.0,3.310344827586207,3139
12.0,14.0,52.0,76.0,12.0,7.0,10.454545454545457,349.696726370917,3.584962500721156,2.688721875540867,-21.0,9.0,1.7814470856604931,1.7142857142857142,3.0,0.8571428571428571,3140
34.0,16.0,72.0,98.0,18.0,8.0,11.666666666666666,1293.4952900197452,3.9764499732851233,2.822181958642872,-19.0,12.0,0.5918795449886246,2.6875,4.0,2.125,3141
120.0,21.10417721875,52.0,64.0,10.0,9.0,4.739495798319328,255.51805680373533,2.852717777891828,2.7023160914569604,-12.0,12.0,0.0392157058823529,0.2619047619047619,1.0,5.686078104641106,3142
5.0,12.0,36.0,48.0,5.0,4.0,,98.30501816582746,2.321928094887362,1.9219280948873625,-7.0,7.0,0.9185586535436918,1.0,1.0,0.4166666666666667,3143
16.0,21.166661375,36.0,67.0,12.0,7.0,12.2,215.06970792899392,3.452819531114783,2.6556390622295662,-27.0,16.0,2.1333328,3.9047619047619047,4.0,0.7559057007874488,3144
24.0,21.333344,41.0,67.0,13.0,7.0,8.521739130434783,194.5656212250925,3.6682958340544896,2.736440501696144,-14.0,9.0,0.306753928572782,0.7380952380952381,1.0,1.1249994375002812,3145
12.0,21.29166134375,71.0,84.0,8.0,6.0,5.545454545454546,758.1618587541676,2.617492461184755,2.2841591278514217,-12.0,9.0,0.9508252458035248,1.0,1.0,0.5636009236790959,3146
16.0,19.999995,60.0,81.0,11.0,7.0,6.733333333333333,550.6886912252446,3.375,2.6556390622295662,-11.0,9.0,0.7646509436854496,1.051282051282051,2.0,0.80000020000005,3147
16.0,16.0,38.0,57.0,8.0,4.0,12.333333333333334,132.42380214968264,3.0,2.0,-16.0,12.0,0.9977753031397176,2.0,2.0,1.0,3148
35.0,16.0,72.0,101.0,16.0,7.0,12.0,1116.474743649768,3.807435516759526,2.6138801593076018,-25.0,17.0,0.5351001587841251,2.125,3.0,2.1875,3149
179.0,21.27084396875,64.0,91.0,14.0,6.0,10.741573033707866,758.1340163961864,3.7188831434183536,2.551563623988886,-20.0,15.0,0.1325072448506374,0.1904761904761904,2.0,8.415274930462436,3150
8.0,16.0,68.0,76.0,6.0,6.0,,506.6133850442432,2.5,2.5,-3.0,7.0,0.989743318610787,0.75,1.0,0.5,3151
4.0,9.0,69.0,76.0,4.0,4.0,,529.0973864207654,2.0,2.0,-7.0,5.0,0.7071067811865476,1.0,1.0,0.4444444444444444,3152
480.0,22.49998875,46.0,69.0,16.0,8.0,9.768267223382043,284.5175211013374,3.306890595608519,2.3068905956085186,-23.0,23.0,0.0776337752849955,1.818181818181818,4.0,21.333344000005333,3153
48.0,21.333344,64.0,89.0,14.0,7.0,11.72340425531915,806.0790686441596,3.553508854797678,2.5535088547976783,-20.0,12.0,0.5011483495997613,2.0476190476190474,4.0,2.2499988750005624,3154
64.0,17.65001029583333,55.0,69.0,10.0,8.0,5.047619047619048,345.55922929482165,2.9571478600181944,2.750128780271379,-12.0,10.0,0.252345809159934,1.9142857142857144,3.0,3.6260602077443886,3155
2.0,2.0,45.0,57.0,2.0,1.0,,165.0,1.0,-0.0,12.0,12.0,0.0,2.0,2.0,1.0,3156
32.0,16.0,56.0,73.0,11.0,8.0,5.548387096774194,315.5876205909016,3.2456573285181998,2.752706156305157,-16.0,6.0,0.8362246062461755,4.0,4.0,2.0,3157
16.0,15.36,36.0,45.0,6.0,6.0,2.0,83.0435837424718,2.5,2.5,-7.0,5.0,6.060638241914243e-16,1.0,1.0,1.0416666666666667,3158
47.0,24.0,57.0,84.0,14.0,6.0,8.608695652173912,542.6338881912111,3.537354810178175,2.5182613938541016,-19.0,12.0,0.5441843239656077,1.3333333333333333,2.0,1.9583333333333333,3159
2.0,2.0,45.0,57.0,2.0,1.0,,165.0,1.0,-0.0,12.0,12.0,0.0,2.0,2.0,1.0,3160
32.0,26.8269253125,76.0,103.0,14.0,6.0,11.741935483870968,1396.961426729281,3.670958593344349,2.4834585933443494,-19.0,12.0,1.0908256418844289,0.7735849056603774,2.0,1.192831441816018,3161
86.0,23.25,65.0,91.0,18.0,8.0,12.03529411764706,883.2858836294541,3.866705787095615,2.7544792236723223,-19.0,12.0,0.3549710412825551,1.6521739130434785,2.0,3.698924731182796,3162
256.0,21.250010625,52.0,72.0,12.0,6.0,9.874509803921567,329.6889400803244,3.343435699747857,2.3434356997478574,-14.0,20.0,0.0834143942230796,0.4047619047619047,2.0,12.04705280000301,3163
28.0,16.0,50.0,71.0,13.0,8.0,7.62962962962963,287.52350174501856,3.4102329406731844,2.7389211020256887,-16.0,10.0,0.876456264162906,3.5,4.0,1.75,3164
10.0,16.0,74.0,88.0,7.0,7.0,,926.344334894148,2.7219280948873625,2.7219280948873625,-5.0,8.0,1.0274023338281628,0.8125,1.0,0.625,3165
2.0,2.0,52.0,57.0,2.0,2.0,,192.4068892282175,1.0,1.0,5.0,5.0,0.0,2.0,2.0,1.0,3166
12.0,21.333328,67.0,76.0,6.0,6.0,4.0,481.8932132131933,2.3553885422075336,2.3553885422075336,-7.0,9.0,0.6413940968792154,0.9285714285714286,1.0,0.5625001406250352,3167
6.0,10.875,53.0,69.0,6.0,5.0,,270.3108259868075,2.584962500721156,2.2516291673878226,2.0,5.0,0.0,1.6666666666666667,6.0,0.5517241379310345,3168
15.0,16.0,64.0,76.0,8.0,7.0,4.428571428571429,463.9016571646674,2.789898095464288,2.6062389286533896,-5.0,12.0,0.4948716593053935,1.09375,2.0,0.9375,3169
8.0,16.0,59.0,72.0,4.0,2.0,,381.4254119464956,2.0,1.0,-13.0,12.0,2.6186146828319083,1.0,2.0,0.5,3170
48.0,29.4807716875,53.0,79.0,14.0,7.0,10.340425531914894,389.4329990929477,3.6607015012086497,2.580075890879608,-17.0,16.0,0.6308618987626035,1.8103448275862069,3.0,1.6281799034572846,3171
72.0,29.538464,67.0,91.0,15.0,7.0,11.873239436619718,886.6824791148063,3.563993403438837,2.5084378478832816,-21.0,12.0,0.5815896779015791,1.7966101694915255,2.0,2.437499796875017,3172
3.0,9.0,69.0,72.0,3.0,3.0,,485.7114772857738,1.584962500721156,1.584962500721156,-2.0,-1.0,0.0,1.0,1.0,0.3333333333333333,3173
192.0,21.22917728125,69.0,89.0,18.0,9.0,11.209424083769632,803.3896744466933,3.81803033586421,2.8180303358642105,-15.0,12.0,0.1112899592773664,0.4285714285714285,2.0,9.044156420021888,3174
120.0,21.321155622916667,60.0,96.0,21.0,8.0,11.932773109243698,696.7829144429444,4.001675785479639,2.7142313529901494,-19.0,12.0,0.2259773800029365,2.095238095238096,4.0,5.628212753675514,3175
4.0,14.0,62.0,69.0,4.0,4.0,,363.8219402030067,2.0,2.0,-5.0,2.0,0.0,0.5714285714285714,1.0,0.2857142857142857,3176
16.0,16.0,57.0,83.0,11.0,5.0,11.266666666666667,581.877840892854,3.327819531114783,2.1556390622295662,-14.0,12.0,1.18133634311129,1.75,4.0,1.0,3177
24.0,16.0,56.0,83.0,14.0,7.0,9.130434782608695,523.2063174743847,3.657268229617389,2.671789710683921,-24.0,9.0,0.9202613255876838,3.0,4.0,1.5,3178
14.0,21.333328,48.0,67.0,11.0,7.0,7.461538461538462,248.63889970588727,3.3248629576173565,2.610577243331642,-12.0,9.0,1.5212711042145723,2.5,3.0,0.6562501640625411,3179
1.0,24.0,72.0,72.0,1.0,1.0,,523.2511306011972,-0.0,-0.0,,,,0.125,1.0,0.0416666666666666,3180
56.0,32.0,60.0,84.0,16.0,10.0,6.072727272727272,543.8787097456714,3.375268816729255,2.716631469866721,-19.0,9.0,0.78255160168357,3.8125,6.0,1.75,3181
38.0,29.538464,79.0,96.0,8.0,4.0,12.08108108108108,1371.6555224228223,2.9312952802328747,1.9312952802328744,-16.0,12.0,0.9753689529143996,1.9322033898305084,2.0,1.2864582261284812,3182
16.0,21.333328,43.0,69.0,11.0,6.0,9.2,273.0218541202231,3.2806390622295662,2.3522170014624826,-22.0,15.0,2.1333328,4.0,4.0,0.7500001875000469,3183
2.0,10.5,55.0,60.0,2.0,2.0,,228.81164164573664,1.0,1.0,-5.0,-5.0,0.0,0.5714285714285714,1.0,0.1904761904761904,3184
9.0,21.29166134375,55.0,64.0,6.0,6.0,,250.2691325188165,2.503258334775646,2.503258334775646,-5.0,5.0,0.881916883208921,1.0,1.0,0.4227006927593219,3185
9.0,14.5,69.0,81.0,6.0,5.0,,702.3804239733132,2.5032583347756456,2.197159723424149,-7.0,2.0,0.4330127018922193,0.3103448275862069,1.0,0.6206896551724138,3186
192.0,22.3896946875,57.0,65.0,6.0,6.0,3.068062827225131,276.19425770748273,2.5,2.5,-8.0,4.0,0.1179659571382268,0.6818181818181818,2.0,8.575373745814952,3187
176.0,23.71875,52.0,64.0,7.0,6.0,3.2114285714285717,224.40141987080293,2.6556390622295662,2.5306390622295662,-11.0,4.0,0.1508755141132204,1.0425531914893618,2.0,7.420289855072464,3188
14.0,14.64,67.0,77.0,7.0,7.0,4.769230769230769,492.6185392509483,2.556656707462823,2.556656707462823,-9.0,10.0,0.4144605105349599,1.0,1.0,0.9562841530054644,3189
16.0,21.20832803125,48.0,67.0,11.0,7.0,5.8,249.34448823819264,3.327819531114783,2.6556390622295662,-15.0,7.0,0.8985411173238848,1.9761904761904765,3.0,0.7544206208251946,3190
21.0,27.69231,84.0,96.0,8.0,7.0,3.05,1691.7263154835855,2.83256087505669,2.660673233416842,-9.0,8.0,0.9692308500000004,0.6545454545454545,1.0,0.7583332701388942,3191
112.0,32.0,62.0,84.0,12.0,7.0,6.855855855855856,739.9446520518829,3.271640636343318,2.739554773235488,-19.0,12.0,0.2477067943219373,2.5,3.0,3.5,3192
16.0,15.36,36.0,45.0,6.0,6.0,1.5333333333333334,87.11764220125777,2.5,2.5,-7.0,5.0,6.060638241914243e-16,1.0,1.0,1.0416666666666667,3193
208.0,21.10417721875,48.0,72.0,15.0,7.0,10.454106280193235,302.5899005868878,3.8255873054313914,2.722517276319932,-17.0,17.0,0.1120084186351036,0.1904761904761904,2.0,9.85586871471125,3194
56.0,14.4,72.0,98.0,13.0,6.0,11.945454545454544,1314.6980705064327,3.5071273521802224,2.391230477257489,-19.0,12.0,0.3284053129697766,1.6428571428571428,2.0,3.888888888888889,3195
82.0,23.25,79.0,101.0,16.0,8.0,12.0,1545.0530942171476,3.5708485073368395,2.5708485073368395,-21.0,12.0,0.3591703918939273,1.7391304347826086,2.0,3.5268817204301075,3196
19.0,16.0,52.0,72.0,11.0,6.0,6.111111111111111,323.8341274916957,3.3263604079526936,2.459813384441633,-15.0,9.0,1.1811273125260722,2.375,4.0,1.1875,3197
8.0,14.0,57.0,69.0,5.0,4.0,,301.18613616050993,2.1556390622295662,1.811278124459133,-12.0,7.0,1.9794866372215736,1.1428571428571428,2.0,0.5714285714285714,3198
12.0,16.0,72.0,81.0,6.0,6.0,2.5454545454545454,704.7814993669411,2.3553885422075336,2.3553885422075336,-5.0,5.0,0.5785419118799026,0.96875,1.0,0.75,3199
31.0,16.0,44.0,76.0,17.0,8.0,12.233333333333333,302.0357694011162,3.793739263579227,2.706112940331682,-31.0,18.0,0.8459051693633012,3.875,4.0,1.9375,3200
2.0,11.15625,81.0,88.0,2.0,2.0,,1099.25511382574,1.0,1.0,-7.0,-7.0,0.0,0.3181818181818182,2.0,0.1792717086834734,3201
8.0,16.0,64.0,77.0,6.0,6.0,,499.5754521511994,2.5,2.5,-6.0,6.0,1.2657175104763825,0.6875,2.0,0.5,3202
30.0,16.0,69.0,89.0,14.0,7.0,11.758620689655173,867.3189705872486,3.739572261986723,2.739572261986723,-15.0,12.0,0.6463792873501896,2.0,2.0,1.875,3203
20.0,21.29166134375,60.0,84.0,12.0,6.0,8.736842105263158,586.6148554594605,3.2841837197791888,2.365957320949175,-18.0,12.0,0.7174101586727124,1.7857142857142858,3.0,0.9393348727984931,3204
92.0,15.984375,55.0,64.0,7.0,7.0,5.1098901098901095,277.4313958604528,2.474445067537021,2.474445067537021,-9.0,9.0,0.0338233704045157,1.0,1.0,5.755620723362659,3205
16.0,15.36,36.0,45.0,6.0,6.0,2.0,83.0435837424718,2.5,2.5,-7.0,5.0,6.060638241914243e-16,1.0,1.0,1.0416666666666667,3206
16.0,16.0,44.0,69.0,11.0,5.0,11.2,205.8543425050401,3.327819531114783,2.1556390622295662,-13.0,12.0,0.9977753031397176,2.0,2.0,1.0,3207
18.0,16.0,45.0,69.0,11.0,5.0,11.882352941176473,229.89311005975696,3.2663326399706225,2.113283334294875,-24.0,12.0,1.284051761937828,1.625,4.0,1.125,3208
61.0,23.8828125,38.0,67.0,18.0,9.0,8.65,211.32924415553276,3.854391325445869,2.9896563329402306,-23.0,22.0,0.1852880596235561,2.6808510638297878,4.0,2.554138043833824,3209
16.0,14.0192319375,62.0,84.0,8.0,4.0,12.666666666666666,642.9521931787792,2.9056390622295662,1.9056390622295665,-22.0,12.0,1.0587478134034545,1.1428571428571428,2.0,1.1412893424782886,3210
35.0,11.6015625,50.0,76.0,13.0,7.0,9.382352941176473,373.7747601775162,3.4513099897106647,2.578965161835251,-22.0,15.0,0.3271772393537662,3.130434782608696,5.0,3.016835016835017,3211
16.0,16.0,68.0,81.0,10.0,8.0,3.4,628.1750566869184,3.125,2.827819531114783,-4.0,8.0,0.4422534427665757,1.25,2.0,1.0,3212
120.0,21.083343875,45.0,57.0,9.0,8.0,3.4285714285714284,144.22989962373575,2.6368544840948958,2.326892474000001,-7.0,7.0,0.0392157058823529,0.0952380952380952,1.0,5.691696758894703,3213
15.0,16.0,52.0,71.0,9.0,6.0,9.0,293.7240878700961,2.923231428797621,2.196791631981637,-14.0,12.0,1.0,1.875,2.0,0.9375,3214
48.0,22.5661651875,57.0,69.0,9.0,8.0,6.617021276595745,273.1469013766723,2.5,2.216917186688699,-12.0,12.0,0.7632559171954875,1.9555555555555555,2.0,2.127078287390561,3215
240.0,21.083343875,45.0,69.0,17.0,8.0,10.384937238493723,216.34484943560332,3.4818734790474486,2.326892474000001,-18.0,17.0,0.0924719260365021,0.119047619047619,2.0,11.383393517789406,3216
20.0,16.0,68.0,89.0,12.0,6.0,12.210526315789474,780.4033643745339,3.521928094887363,2.5219280948873624,-18.0,12.0,0.8616160812497315,1.9375,4.0,1.25,3217
12.0,10.875,83.0,93.0,7.0,7.0,3.0,1272.4166047636616,2.5220552088742005,2.5220552088742005,-5.0,5.0,0.7119092299888272,0.6190476190476191,1.0,1.103448275862069,3218
28.0,13.3846165,41.0,69.0,13.0,7.0,8.333333333333334,271.07278310218766,3.4677201004744997,2.677867318291878,-26.0,16.0,0.51966150162773,0.9230769230769232,2.0,2.0919538486590183,3219
32.0,16.0,56.0,81.0,12.0,8.0,10.774193548387096,514.0428957033287,3.417837797403416,2.668645033308507,-25.0,15.0,0.8362246062461755,4.0,4.0,2.0,3220
17.0,32.0,55.0,74.0,12.0,8.0,4.5625,367.1625617511159,3.4548223999466057,2.727497224852472,-12.0,10.0,0.5105096641470169,0.75,4.0,0.53125,3221
10.0,14.0,48.0,57.0,6.0,6.0,,181.43529664847824,2.3709505944546687,2.3709505944546687,-9.0,5.0,1.8856180831641267,1.4285714285714286,3.0,0.7142857142857143,3222
77.0,17.658881268749997,55.0,76.0,15.0,9.0,7.118421052631579,404.4350013085362,3.604358139032099,3.007889947006937,-17.0,16.0,0.1897995646021269,1.542857142857143,3.0,4.360412125102336,3223
16.0,32.0,31.0,45.0,7.0,6.0,2.066666666666667,80.4657856709666,2.4834585933443494,2.2806390622295662,-12.0,7.0,0.7310095758606723,1.078125,2.0,0.5,3224
18.0,11.2734375,72.0,93.0,8.0,4.0,10.823529411764708,963.2872905391724,2.891061112072652,1.8910611120726528,-17.0,12.0,0.433601969376411,1.2272727272727273,4.0,1.5966735966735968,3225
14.0,15.984375,56.0,71.0,8.0,7.0,7.846153846153846,347.7443472294268,2.896291529045928,2.549523459597832,-14.0,12.0,0.9970370305242864,1.7419354838709675,2.0,0.8758553274682307,3226
5.0,22.14423261458333,33.0,45.0,4.0,3.0,,83.42416726293719,1.9219280948873625,1.521928094887362,-7.0,5.0,0.3844447056906147,0.2272727272727272,1.0,0.2257924258213939,3227
30.0,24.0576943125,62.0,81.0,11.0,8.0,3.6206896551724137,457.40894577475376,3.072905595320056,2.747860597836286,-9.0,12.0,0.427360463659813,0.9583333333333334,2.0,1.2470022941646768,3228
154.0,15.36,48.0,72.0,14.0,7.0,6.758169934640523,350.0264141106352,3.1556366541665533,2.4157246465746782,-24.0,16.0,0.1171755256281292,2.3,4.0,10.026041666666668,3229
4.0,14.0,62.0,64.0,2.0,2.0,,311.64616241513875,1.0,1.0,-2.0,0.0,0.0,0.5714285714285714,1.0,0.2857142857142857,3230
74.0,29.538464,67.0,93.0,16.0,7.0,12.136986301369864,978.7290644088556,3.735001591552858,2.634395599146692,-19.0,12.0,0.5366262661879251,2.0,2.0,2.5052081245659896,3231
16.0,16.0,60.0,81.0,10.0,5.0,11.4,499.7611586133798,3.25,2.25,-20.0,12.0,0.9977753031397176,2.0,2.0,1.0,3232
38.0,25.5234375,69.0,88.0,11.0,6.0,2.5135135135135136,812.0830796111125,3.306494947369445,2.4996567710063733,-7.0,12.0,0.3528458815715848,1.196078431372549,2.0,1.4888276706458523,3233
16.0,17.614526404166664,69.0,74.0,5.0,5.0,1.4,517.5109928885171,2.227217001462482,2.227217001462482,-2.0,3.0,8.188600426433447e-16,1.0,1.0,0.9083411970823836,3234
104.0,21.1250105625,50.0,60.0,9.0,9.0,3.679611650485437,223.90989775053563,2.388775241427976,2.3887752414279766,-7.0,10.0,0.1258396881316157,0.2619047619047619,1.0,4.923074461539692,3235
16.0,21.166661375,36.0,59.0,11.0,7.0,7.933333333333334,159.23095465777988,3.327819531114783,2.6556390622295662,-19.0,12.0,2.1333328,3.9047619047619047,4.0,0.7559057007874488,3236
16.0,21.2916773125,45.0,60.0,11.0,9.0,3.066666666666667,185.24723783036487,3.375,3.0306390622295662,-9.0,6.0,0.7022564157133896,0.9761904761904762,2.0,0.7514673346381526,3237
13.0,22.5,53.0,67.0,6.0,5.0,7.916666666666667,262.6908047422446,2.469670487371862,2.2577560641285177,-14.0,12.0,1.8582585934148133,1.711111111111111,3.0,0.5777777777777777,3238
30.0,13.905,67.0,81.0,9.0,7.0,2.1379310344827585,649.7484503137343,3.019250912838829,2.619250912838829,-7.0,9.0,0.3932558688171056,0.6666666666666666,1.0,2.157497303128371,3239
16.0,17.462913412499997,40.0,50.0,6.0,6.0,4.133333333333334,120.31899832244328,2.3522170014624826,2.3522170014624826,-7.0,5.0,0.0055498905064942,0.088235294117647,1.0,0.9162274141809098,3240
16.0,22.49998875,57.0,68.0,8.0,8.0,6.733333333333333,309.75574986801047,3.0,3.0,-11.0,7.0,1.4086232530617404,1.9545454545454544,2.0,0.7111114666668444,3241
30.0,16.0,69.0,89.0,14.0,7.0,11.758620689655173,867.3189705872486,3.739572261986723,2.739572261986723,-15.0,12.0,0.6463792873501896,2.0,2.0,1.875,3242
